card_id,set_id,number,name,types,supertype,subtypes,image_url,image_large_url
bw4-69,bw4,69,Sneasel,Darkness,Pokémon,Basic,https://images.pokemontcg.io/bw4/69.png,https://images.pokemontcg.io/bw4/69_hires.png
bw4-68,bw4,68,Mienshao,Fighting,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/68.png,https://images.pokemontcg.io/bw4/68_hires.png
bw4-67,bw4,67,Mienfoo,Fighting,Pokémon,Basic,https://images.pokemontcg.io/bw4/67.png,https://images.pokemontcg.io/bw4/67_hires.png
bw4-66,bw4,66,Hippowdon,Fighting,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/66.png,https://images.pokemontcg.io/bw4/66_hires.png
bw4-65,bw4,65,Hippopotas,Fighting,Pokémon,Basic,https://images.pokemontcg.io/bw4/65.png,https://images.pokemontcg.io/bw4/65_hires.png
bw4-64,bw4,64,Lucario,Fighting,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/64.png,https://images.pokemontcg.io/bw4/64_hires.png
bw4-63,bw4,63,Riolu,Fighting,Pokémon,Basic,https://images.pokemontcg.io/bw4/63.png,https://images.pokemontcg.io/bw4/63_hires.png
bw4-62,bw4,62,Beheeyem,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/62.png,https://images.pokemontcg.io/bw4/62_hires.png
bw4-61,bw4,61,Elgyem,Psychic,Pokémon,Basic,https://images.pokemontcg.io/bw4/61.png,https://images.pokemontcg.io/bw4/61_hires.png
bw4-60,bw4,60,Darmanitan,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/60.png,https://images.pokemontcg.io/bw4/60_hires.png
bw4-59,bw4,59,Musharna,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/59.png,https://images.pokemontcg.io/bw4/59_hires.png
bw4-58,bw4,58,Munna,Psychic,Pokémon,Basic,https://images.pokemontcg.io/bw4/58.png,https://images.pokemontcg.io/bw4/58_hires.png
bw4-57,bw4,57,Gardevoir,Psychic,Pokémon,Stage 2,https://images.pokemontcg.io/bw4/57.png,https://images.pokemontcg.io/bw4/57_hires.png
bw4-56,bw4,56,Kirlia,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/56.png,https://images.pokemontcg.io/bw4/56_hires.png
bw4-55,bw4,55,Ralts,Psychic,Pokémon,Basic,https://images.pokemontcg.io/bw4/55.png,https://images.pokemontcg.io/bw4/55_hires.png
bw4-54,bw4,54,Mewtwo-EX,Psychic,Pokémon,Basic | EX,https://images.pokemontcg.io/bw4/54.png,https://images.pokemontcg.io/bw4/54_hires.png
bw4-53,bw4,53,Muk,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/53.png,https://images.pokemontcg.io/bw4/53_hires.png
bw4-52,bw4,52,Grimer,Psychic,Pokémon,Basic,https://images.pokemontcg.io/bw4/52.png,https://images.pokemontcg.io/bw4/52_hires.png
bw4-51,bw4,51,Zekrom-EX,Lightning,Pokémon,Basic | EX,https://images.pokemontcg.io/bw4/51.png,https://images.pokemontcg.io/bw4/51_hires.png
bw4-50,bw4,50,Zekrom,Lightning,Pokémon,Basic,https://images.pokemontcg.io/bw4/50.png,https://images.pokemontcg.io/bw4/50_hires.png
bw4-49,bw4,49,Emolga,Lightning,Pokémon,Basic,https://images.pokemontcg.io/bw4/49.png,https://images.pokemontcg.io/bw4/49_hires.png
bw4-48,bw4,48,Zebstrika,Lightning,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/48.png,https://images.pokemontcg.io/bw4/48_hires.png
bw4-47,bw4,47,Blitzle,Lightning,Pokémon,Basic,https://images.pokemontcg.io/bw4/47.png,https://images.pokemontcg.io/bw4/47_hires.png
bw4-46,bw4,46,Luxray,Lightning,Pokémon,Stage 2,https://images.pokemontcg.io/bw4/46.png,https://images.pokemontcg.io/bw4/46_hires.png
bw4-45,bw4,45,Luxio,Lightning,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/45.png,https://images.pokemontcg.io/bw4/45_hires.png
bw4-44,bw4,44,Luxio,Lightning,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/44.png,https://images.pokemontcg.io/bw4/44_hires.png
bw4-43,bw4,43,Shinx,Lightning,Pokémon,Basic,https://images.pokemontcg.io/bw4/43.png,https://images.pokemontcg.io/bw4/43_hires.png
bw4-42,bw4,42,Shinx,Lightning,Pokémon,Basic,https://images.pokemontcg.io/bw4/42.png,https://images.pokemontcg.io/bw4/42_hires.png
bw4-41,bw4,41,Zapdos,Lightning,Pokémon,Basic,https://images.pokemontcg.io/bw4/41.png,https://images.pokemontcg.io/bw4/41_hires.png
bw4-40,bw4,40,Raichu,Lightning,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/40.png,https://images.pokemontcg.io/bw4/40_hires.png
bw4-39,bw4,39,Pikachu,Lightning,Pokémon,Basic,https://images.pokemontcg.io/bw4/39.png,https://images.pokemontcg.io/bw4/39_hires.png
bw4-38,bw4,38,Kyurem-EX,Water,Pokémon,Basic | EX,https://images.pokemontcg.io/bw4/38.png,https://images.pokemontcg.io/bw4/38_hires.png
bw4-37,bw4,37,Beartic,Water,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/37.png,https://images.pokemontcg.io/bw4/37_hires.png
bw4-36,bw4,36,Cubchoo,Water,Pokémon,Basic,https://images.pokemontcg.io/bw4/36.png,https://images.pokemontcg.io/bw4/36_hires.png
bw4-35,bw4,35,Jellicent,Water,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/35.png,https://images.pokemontcg.io/bw4/35_hires.png
bw4-34,bw4,34,Frillish,Water,Pokémon,Basic,https://images.pokemontcg.io/bw4/34.png,https://images.pokemontcg.io/bw4/34_hires.png
bw4-33,bw4,33,Vanilluxe,Water,Pokémon,Stage 2,https://images.pokemontcg.io/bw4/33.png,https://images.pokemontcg.io/bw4/33_hires.png
bw4-32,bw4,32,Vanillish,Water,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/32.png,https://images.pokemontcg.io/bw4/32_hires.png
bw4-31,bw4,31,Vanillite,Water,Pokémon,Basic,https://images.pokemontcg.io/bw4/31.png,https://images.pokemontcg.io/bw4/31_hires.png
bw4-30,bw4,30,Basculin,Water,Pokémon,Basic,https://images.pokemontcg.io/bw4/30.png,https://images.pokemontcg.io/bw4/30_hires.png
bw4-29,bw4,29,Simipour,Water,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/29.png,https://images.pokemontcg.io/bw4/29_hires.png
bw4-28,bw4,28,Panpour,Water,Pokémon,Basic,https://images.pokemontcg.io/bw4/28.png,https://images.pokemontcg.io/bw4/28_hires.png
bw4-27,bw4,27,Articuno,Water,Pokémon,Basic,https://images.pokemontcg.io/bw4/27.png,https://images.pokemontcg.io/bw4/27_hires.png
bw4-26,bw4,26,Lapras,Water,Pokémon,Basic,https://images.pokemontcg.io/bw4/26.png,https://images.pokemontcg.io/bw4/26_hires.png
bw4-25,bw4,25,Lapras,Water,Pokémon,Basic,https://images.pokemontcg.io/bw4/25.png,https://images.pokemontcg.io/bw4/25_hires.png
bw4-24,bw4,24,Starmie,Water,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/24.png,https://images.pokemontcg.io/bw4/24_hires.png
bw4-23,bw4,23,Staryu,Water,Pokémon,Basic,https://images.pokemontcg.io/bw4/23.png,https://images.pokemontcg.io/bw4/23_hires.png
bw4-22,bw4,22,Reshiram-EX,Fire,Pokémon,Basic | EX,https://images.pokemontcg.io/bw4/22.png,https://images.pokemontcg.io/bw4/22_hires.png
bw4-21,bw4,21,Reshiram,Fire,Pokémon,Basic,https://images.pokemontcg.io/bw4/21.png,https://images.pokemontcg.io/bw4/21_hires.png
bw4-20,bw4,20,Chandelure,Fire,Pokémon,Stage 2,https://images.pokemontcg.io/bw4/20.png,https://images.pokemontcg.io/bw4/20_hires.png
bw4-19,bw4,19,Lampent,Fire,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/19.png,https://images.pokemontcg.io/bw4/19_hires.png
bw4-18,bw4,18,Litwick,Fire,Pokémon,Basic,https://images.pokemontcg.io/bw4/18.png,https://images.pokemontcg.io/bw4/18_hires.png
bw4-17,bw4,17,Darumaka,Fire,Pokémon,Basic,https://images.pokemontcg.io/bw4/17.png,https://images.pokemontcg.io/bw4/17_hires.png
bw4-16,bw4,16,Simisear,Fire,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/16.png,https://images.pokemontcg.io/bw4/16_hires.png
bw4-15,bw4,15,Pansear,Fire,Pokémon,Basic,https://images.pokemontcg.io/bw4/15.png,https://images.pokemontcg.io/bw4/15_hires.png
bw4-14,bw4,14,Moltres,Fire,Pokémon,Basic,https://images.pokemontcg.io/bw4/14.png,https://images.pokemontcg.io/bw4/14_hires.png
bw4-13,bw4,13,Arcanine,Fire,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/13.png,https://images.pokemontcg.io/bw4/13_hires.png
bw4-12,bw4,12,Arcanine,Fire,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/12.png,https://images.pokemontcg.io/bw4/12_hires.png
bw4-11,bw4,11,Growlithe,Fire,Pokémon,Basic,https://images.pokemontcg.io/bw4/11.png,https://images.pokemontcg.io/bw4/11_hires.png
bw4-10,bw4,10,Growlithe,Fire,Pokémon,Basic,https://images.pokemontcg.io/bw4/10.png,https://images.pokemontcg.io/bw4/10_hires.png
bw4-9,bw4,9,Amoonguss,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/9.png,https://images.pokemontcg.io/bw4/9_hires.png
bw4-8,bw4,8,Foongus,Grass,Pokémon,Basic,https://images.pokemontcg.io/bw4/8.png,https://images.pokemontcg.io/bw4/8_hires.png
bw4-7,bw4,7,Simisage,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/7.png,https://images.pokemontcg.io/bw4/7_hires.png
bw4-6,bw4,6,Pansage,Grass,Pokémon,Basic,https://images.pokemontcg.io/bw4/6.png,https://images.pokemontcg.io/bw4/6_hires.png
bw4-5,bw4,5,Shaymin-EX,Grass,Pokémon,Basic | EX,https://images.pokemontcg.io/bw4/5.png,https://images.pokemontcg.io/bw4/5_hires.png
bw4-4,bw4,4,Kricketune,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/bw4/4.png,https://images.pokemontcg.io/bw4/4_hires.png
bw4-3,bw4,3,Kricketot,Grass,Pokémon,Basic,https://images.pokemontcg.io/bw4/3.png,https://images.pokemontcg.io/bw4/3_hires.png
bw4-2,bw4,2,Seedot,Grass,Pokémon,Basic,https://images.pokemontcg.io/bw4/2.png,https://images.pokemontcg.io/bw4/2_hires.png
bw4-1,bw4,1,Pinsir,Grass,Pokémon,Basic,https://images.pokemontcg.io/bw4/1.png,https://images.pokemontcg.io/bw4/1_hires.png
bw3-102,bw3,102,Meowth,Colorless,Pokémon,Basic,https://images.pokemontcg.io/bw3/102.png,https://images.pokemontcg.io/bw3/102_hires.png
bw3-101,bw3,101,N,,Trainer,Supporter,https://images.pokemontcg.io/bw3/101.png,https://images.pokemontcg.io/bw3/101_hires.png
bw3-100,bw3,100,Cobalion,Metal,Pokémon,Basic,https://images.pokemontcg.io/bw3/100.png,https://images.pokemontcg.io/bw3/100_hires.png
bw3-99,bw3,99,Terrakion,Fighting,Pokémon,Basic,https://images.pokemontcg.io/bw3/99.png,https://images.pokemontcg.io/bw3/99_hires.png
bw3-98,bw3,98,Victini,Fire,Pokémon,Basic,https://images.pokemontcg.io/bw3/98.png,https://images.pokemontcg.io/bw3/98_hires.png
bw3-97,bw3,97,Virizion,Grass,Pokémon,Basic,https://images.pokemontcg.io/bw3/97.png,https://images.pokemontcg.io/bw3/97_hires.png
bw3-96,bw3,96,Xtransceiver,,Trainer,Item,https://images.pokemontcg.io/bw3/96.png,https://images.pokemontcg.io/bw3/96_hires.png
bw3-95,bw3,95,Super Rod,,Trainer,Item,https://images.pokemontcg.io/bw3/95.png,https://images.pokemontcg.io/bw3/95_hires.png
bw3-94,bw3,94,Rocky Helmet,,Trainer,Pokémon Tool,https://images.pokemontcg.io/bw3/94.png,https://images.pokemontcg.io/bw3/94_hires.png
bw3-93,bw3,93,Plume Fossil,,Trainer,Item,https://images.pokemontcg.io/bw3/93.png,https://images.pokemontcg.io/bw3/93_hires.png
bw3-92,bw3,92,N,,Trainer,Supporter,https://images.pokemontcg.io/bw3/92.png,https://images.pokemontcg.io/bw3/92_hires.png
bw3-91,bw3,91,Eviolite,,Trainer,Pokémon Tool,https://images.pokemontcg.io/bw3/91.png,https://images.pokemontcg.io/bw3/91_hires.png
bw3-90,bw3,90,Cover Fossil,,Trainer,Item,https://images.pokemontcg.io/bw3/90.png,https://images.pokemontcg.io/bw3/90_hires.png
bw3-89,bw3,89,Druddigon,Colorless,Pokémon,Basic,https://images.pokemontcg.io/bw3/89.png,https://images.pokemontcg.io/bw3/89_hires.png
bw3-88,bw3,88,Haxorus,Colorless,Pokémon,Stage 2,https://images.pokemontcg.io/bw3/88.png,https://images.pokemontcg.io/bw3/88_hires.png
bw3-87,bw3,87,Fraxure,Colorless,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/87.png,https://images.pokemontcg.io/bw3/87_hires.png
bw3-86,bw3,86,Axew,Colorless,Pokémon,Basic,https://images.pokemontcg.io/bw3/86.png,https://images.pokemontcg.io/bw3/86_hires.png
bw3-85,bw3,85,Audino,Colorless,Pokémon,Basic,https://images.pokemontcg.io/bw3/85.png,https://images.pokemontcg.io/bw3/85_hires.png
bw3-84,bw3,84,Cobalion,Metal,Pokémon,Basic,https://images.pokemontcg.io/bw3/84.png,https://images.pokemontcg.io/bw3/84_hires.png
bw3-83,bw3,83,Durant,Metal,Pokémon,Basic,https://images.pokemontcg.io/bw3/83.png,https://images.pokemontcg.io/bw3/83_hires.png
bw3-82,bw3,82,Bisharp,Metal,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/82.png,https://images.pokemontcg.io/bw3/82_hires.png
bw3-81,bw3,81,Pawniard,Metal,Pokémon,Basic,https://images.pokemontcg.io/bw3/81.png,https://images.pokemontcg.io/bw3/81_hires.png
bw3-80,bw3,80,Escavalier,Metal,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/80.png,https://images.pokemontcg.io/bw3/80_hires.png
bw3-79,bw3,79,Hydreigon,Darkness,Pokémon,Stage 2,https://images.pokemontcg.io/bw3/79.png,https://images.pokemontcg.io/bw3/79_hires.png
bw3-78,bw3,78,Zweilous,Darkness,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/78.png,https://images.pokemontcg.io/bw3/78_hires.png
bw3-77,bw3,77,Deino,Darkness,Pokémon,Basic,https://images.pokemontcg.io/bw3/77.png,https://images.pokemontcg.io/bw3/77_hires.png
bw3-76,bw3,76,Bisharp,Darkness,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/76.png,https://images.pokemontcg.io/bw3/76_hires.png
bw3-75,bw3,75,Pawniard,Darkness,Pokémon,Basic,https://images.pokemontcg.io/bw3/75.png,https://images.pokemontcg.io/bw3/75_hires.png
bw3-74,bw3,74,Landorus,Fighting,Pokémon,Basic,https://images.pokemontcg.io/bw3/74.png,https://images.pokemontcg.io/bw3/74_hires.png
bw3-73,bw3,73,Terrakion,Fighting,Pokémon,Basic,https://images.pokemontcg.io/bw3/73.png,https://images.pokemontcg.io/bw3/73_hires.png
bw3-72,bw3,72,Golurk,Fighting,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/72.png,https://images.pokemontcg.io/bw3/72_hires.png
bw3-71,bw3,71,Golett,Fighting,Pokémon,Basic,https://images.pokemontcg.io/bw3/71.png,https://images.pokemontcg.io/bw3/71_hires.png
bw3-70,bw3,70,Mienshao,Fighting,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/70.png,https://images.pokemontcg.io/bw3/70_hires.png
bw3-69,bw3,69,Mienfoo,Fighting,Pokémon,Basic,https://images.pokemontcg.io/bw3/69.png,https://images.pokemontcg.io/bw3/69_hires.png
bw3-68,bw3,68,Stunfisk,Fighting,Pokémon,Basic,https://images.pokemontcg.io/bw3/68.png,https://images.pokemontcg.io/bw3/68_hires.png
bw3-67,bw3,67,Archeops,Fighting,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/67.png,https://images.pokemontcg.io/bw3/67_hires.png
bw3-66,bw3,66,Archen,Fighting,Pokémon,Restored,https://images.pokemontcg.io/bw3/66.png,https://images.pokemontcg.io/bw3/66_hires.png
bw3-65,bw3,65,Conkeldurr,Fighting,Pokémon,Stage 2,https://images.pokemontcg.io/bw3/65.png,https://images.pokemontcg.io/bw3/65_hires.png
bw3-64,bw3,64,Conkeldurr,Fighting,Pokémon,Stage 2,https://images.pokemontcg.io/bw3/64.png,https://images.pokemontcg.io/bw3/64_hires.png
bw3-63,bw3,63,Gurdurr,Fighting,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/63.png,https://images.pokemontcg.io/bw3/63_hires.png
bw3-62,bw3,62,Timburr,Fighting,Pokémon,Basic,https://images.pokemontcg.io/bw3/62.png,https://images.pokemontcg.io/bw3/62_hires.png
bw3-61,bw3,61,Gigalith,Fighting,Pokémon,Stage 2,https://images.pokemontcg.io/bw3/61.png,https://images.pokemontcg.io/bw3/61_hires.png
bw3-60,bw3,60,Chandelure,Psychic,Pokémon,Stage 2,https://images.pokemontcg.io/bw3/60.png,https://images.pokemontcg.io/bw3/60_hires.png
bw3-59,bw3,59,Lampent,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/59.png,https://images.pokemontcg.io/bw3/59_hires.png
bw3-58,bw3,58,Litwick,Psychic,Pokémon,Basic,https://images.pokemontcg.io/bw3/58.png,https://images.pokemontcg.io/bw3/58_hires.png
bw3-57,bw3,57,Litwick,Psychic,Pokémon,Basic,https://images.pokemontcg.io/bw3/57.png,https://images.pokemontcg.io/bw3/57_hires.png
bw3-56,bw3,56,Beheeyem,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/56.png,https://images.pokemontcg.io/bw3/56_hires.png
bw3-55,bw3,55,Elgyem,Psychic,Pokémon,Basic,https://images.pokemontcg.io/bw3/55.png,https://images.pokemontcg.io/bw3/55_hires.png
bw3-54,bw3,54,Elgyem,Psychic,Pokémon,Basic,https://images.pokemontcg.io/bw3/54.png,https://images.pokemontcg.io/bw3/54_hires.png
bw3-53,bw3,53,Reuniclus,Psychic,Pokémon,Stage 2,https://images.pokemontcg.io/bw3/53.png,https://images.pokemontcg.io/bw3/53_hires.png
bw3-52,bw3,52,Reuniclus,Psychic,Pokémon,Stage 2,https://images.pokemontcg.io/bw3/52.png,https://images.pokemontcg.io/bw3/52_hires.png
bw3-51,bw3,51,Duosion,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/51.png,https://images.pokemontcg.io/bw3/51_hires.png
bw3-50,bw3,50,Solosis,Psychic,Pokémon,Basic,https://images.pokemontcg.io/bw3/50.png,https://images.pokemontcg.io/bw3/50_hires.png
bw3-49,bw3,49,Garbodor,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/49.png,https://images.pokemontcg.io/bw3/49_hires.png
bw3-48,bw3,48,Trubbish,Psychic,Pokémon,Basic,https://images.pokemontcg.io/bw3/48.png,https://images.pokemontcg.io/bw3/48_hires.png
bw3-47,bw3,47,Cofagrigus,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/47.png,https://images.pokemontcg.io/bw3/47_hires.png
bw3-46,bw3,46,Cofagrigus,Psychic,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/46.png,https://images.pokemontcg.io/bw3/46_hires.png
bw3-45,bw3,45,Yamask,Psychic,Pokémon,Basic,https://images.pokemontcg.io/bw3/45.png,https://images.pokemontcg.io/bw3/45_hires.png
bw3-44,bw3,44,Yamask,Psychic,Pokémon,Basic,https://images.pokemontcg.io/bw3/44.png,https://images.pokemontcg.io/bw3/44_hires.png
bw3-43,bw3,43,Victini,Psychic,Pokémon,Basic,https://images.pokemontcg.io/bw3/43.png,https://images.pokemontcg.io/bw3/43_hires.png
bw3-42,bw3,42,Stunfisk,Lightning,Pokémon,Basic,https://images.pokemontcg.io/bw3/42.png,https://images.pokemontcg.io/bw3/42_hires.png
bw3-41,bw3,41,Eelektross,Lightning,Pokémon,Stage 2,https://images.pokemontcg.io/bw3/41.png,https://images.pokemontcg.io/bw3/41_hires.png
bw3-40,bw3,40,Eelektrik,Lightning,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/40.png,https://images.pokemontcg.io/bw3/40_hires.png
bw3-39,bw3,39,Tynamo,Lightning,Pokémon,Basic,https://images.pokemontcg.io/bw3/39.png,https://images.pokemontcg.io/bw3/39_hires.png
bw3-38,bw3,38,Tynamo,Lightning,Pokémon,Basic,https://images.pokemontcg.io/bw3/38.png,https://images.pokemontcg.io/bw3/38_hires.png
bw3-37,bw3,37,Emolga,Lightning,Pokémon,Basic,https://images.pokemontcg.io/bw3/37.png,https://images.pokemontcg.io/bw3/37_hires.png
bw3-36,bw3,36,Zebstrika,Lightning,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/36.png,https://images.pokemontcg.io/bw3/36_hires.png
bw3-35,bw3,35,Blitzle,Lightning,Pokémon,Basic,https://images.pokemontcg.io/bw3/35.png,https://images.pokemontcg.io/bw3/35_hires.png
bw3-34,bw3,34,Kyurem,Water,Pokémon,Basic,https://images.pokemontcg.io/bw3/34.png,https://images.pokemontcg.io/bw3/34_hires.png
bw3-33,bw3,33,Cryogonal,Water,Pokémon,Basic,https://images.pokemontcg.io/bw3/33.png,https://images.pokemontcg.io/bw3/33_hires.png
bw3-32,bw3,32,Cryogonal,Water,Pokémon,Basic,https://images.pokemontcg.io/bw3/32.png,https://images.pokemontcg.io/bw3/32_hires.png
bw3-31,bw3,31,Jellicent,Water,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/31.png,https://images.pokemontcg.io/bw3/31_hires.png
bw3-30,bw3,30,Frillish,Water,Pokémon,Basic,https://images.pokemontcg.io/bw3/30.png,https://images.pokemontcg.io/bw3/30_hires.png
bw3-29,bw3,29,Vanilluxe,Water,Pokémon,Stage 2,https://images.pokemontcg.io/bw3/29.png,https://images.pokemontcg.io/bw3/29_hires.png
bw3-28,bw3,28,Vanillish,Water,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/28.png,https://images.pokemontcg.io/bw3/28_hires.png
bw3-27,bw3,27,Vanillite,Water,Pokémon,Basic,https://images.pokemontcg.io/bw3/27.png,https://images.pokemontcg.io/bw3/27_hires.png
bw3-26,bw3,26,Carracosta,Water,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/26.png,https://images.pokemontcg.io/bw3/26_hires.png
bw3-25,bw3,25,Tirtouga,Water,Pokémon,Restored,https://images.pokemontcg.io/bw3/25.png,https://images.pokemontcg.io/bw3/25_hires.png
bw3-24,bw3,24,Seismitoad,Water,Pokémon,Stage 2,https://images.pokemontcg.io/bw3/24.png,https://images.pokemontcg.io/bw3/24_hires.png
bw3-23,bw3,23,Palpitoad,Water,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/23.png,https://images.pokemontcg.io/bw3/23_hires.png
bw3-22,bw3,22,Tympole,Water,Pokémon,Basic,https://images.pokemontcg.io/bw3/22.png,https://images.pokemontcg.io/bw3/22_hires.png
bw3-21,bw3,21,Volcarona,Fire,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/21.png,https://images.pokemontcg.io/bw3/21_hires.png
bw3-20,bw3,20,Larvesta,Fire,Pokémon,Basic,https://images.pokemontcg.io/bw3/20.png,https://images.pokemontcg.io/bw3/20_hires.png
bw3-19,bw3,19,Larvesta,Fire,Pokémon,Basic,https://images.pokemontcg.io/bw3/19.png,https://images.pokemontcg.io/bw3/19_hires.png
bw3-18,bw3,18,Heatmor,Fire,Pokémon,Basic,https://images.pokemontcg.io/bw3/18.png,https://images.pokemontcg.io/bw3/18_hires.png
bw3-17,bw3,17,Simisear,Fire,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/17.png,https://images.pokemontcg.io/bw3/17_hires.png
bw3-16,bw3,16,Pansear,Fire,Pokémon,Basic,https://images.pokemontcg.io/bw3/16.png,https://images.pokemontcg.io/bw3/16_hires.png
bw3-15,bw3,15,Victini,Fire,Pokémon,Basic,https://images.pokemontcg.io/bw3/15.png,https://images.pokemontcg.io/bw3/15_hires.png
bw3-14,bw3,14,Victini,Fire,Pokémon,Basic,https://images.pokemontcg.io/bw3/14.png,https://images.pokemontcg.io/bw3/14_hires.png
bw3-13,bw3,13,Virizion,Grass,Pokémon,Basic,https://images.pokemontcg.io/bw3/13.png,https://images.pokemontcg.io/bw3/13_hires.png
bw3-12,bw3,12,Accelgor,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/12.png,https://images.pokemontcg.io/bw3/12_hires.png
bw3-11,bw3,11,Shelmet,Grass,Pokémon,Basic,https://images.pokemontcg.io/bw3/11.png,https://images.pokemontcg.io/bw3/11_hires.png
bw3-10,bw3,10,Amoonguss,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/10.png,https://images.pokemontcg.io/bw3/10_hires.png
bw3-9,bw3,9,Foongus,Grass,Pokémon,Basic,https://images.pokemontcg.io/bw3/9.png,https://images.pokemontcg.io/bw3/9_hires.png
bw3-8,bw3,8,Karrablast,Grass,Pokémon,Basic,https://images.pokemontcg.io/bw3/8.png,https://images.pokemontcg.io/bw3/8_hires.png
bw3-7,bw3,7,Crustle,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/7.png,https://images.pokemontcg.io/bw3/7_hires.png
bw3-6,bw3,6,Dwebble,Grass,Pokémon,Basic,https://images.pokemontcg.io/bw3/6.png,https://images.pokemontcg.io/bw3/6_hires.png
bw3-5,bw3,5,Lilligant,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/5.png,https://images.pokemontcg.io/bw3/5_hires.png
bw3-4,bw3,4,Petilil,Grass,Pokémon,Basic,https://images.pokemontcg.io/bw3/4.png,https://images.pokemontcg.io/bw3/4_hires.png
bw3-3,bw3,3,Leavanny,Grass,Pokémon,Stage 2,https://images.pokemontcg.io/bw3/3.png,https://images.pokemontcg.io/bw3/3_hires.png
bw3-2,bw3,2,Swadloon,Grass,Pokémon,Stage 1,https://images.pokemontcg.io/bw3/2.png,https://images.pokemontcg.io/bw3/2_hires.png
bw3-1,bw3,1,Sewaddle,Grass,Pokémon,Basic,https://images.pokemontcg.io/bw3/1.png,https://images.pokemontcg.io/bw3/1_hires.png
bw2-98,bw2,98,Tornadus,Colorless,Pokémon,Basic,https://images.pokemontcg.io/bw2/98.png,https://images.pokemontcg.io/bw2/98_hires.png
bw2-97,bw2,97,Thundurus,Lightning,Pokémon,Basic,https://images.pokemontcg.io/bw2/97.png,https://images.pokemontcg.io/bw2/97_hires.png
bw2-96,bw2,96,Recycle,,Trainer,Item,https://images.pokemontcg.io/bw2/96.png,https://images.pokemontcg.io/bw2/96_hires.png
bw2-95,bw2,95,Pokémon Catcher,,Trainer,Item,https://images.pokemontcg.io/bw2/95.png,https://images.pokemontcg.io/bw2/95_hires.png
bw2-94,bw2,94,Max Potion,,Trainer,Item,https://images.pokemontcg.io/bw2/94.png,https://images.pokemontcg.io/bw2/94_hires.png
bw2-93,bw2,93,Great Ball,,Trainer,Item,https://images.pokemontcg.io/bw2/93.png,https://images.pokemontcg.io/bw2/93_hires.png
bw2-92,bw2,92,Crushing Hammer,,Trainer,Item,https://images.pokemontcg.io/bw2/92.png,https://images.pokemontcg.io/bw2/92_hires.png
bw2-91,bw2,91,Cheren,,Trainer,Supporter,https://images.pokemontcg.io/bw2/91.png,https://images.pokemontcg.io/bw2/91_hires.png
